FuelbedNumber,SiteName,SiteDescription,Ecoregion,VegetationForm,NaturalFireRegime,CoverType,TreeOverstoryLoading,TreeMidstoryLoading,TreeUnderstoryLoading,Snag_class1_foliage_loading,Snag_class1_other_loading,Snag_class1_wood_loading,Snag_class2_loading,Snag_class3_loading,Shrubs_primary_loading,Shrubs_secondary_loading,Shrubs_primary_percent_cover,Shrubs_secondary_percent_cover,Nonwoody_primary_loading,Nonwoody_secondary_loading,Nonwoody_primary_percent_live,Nonwoody_secondary_percent_live,Woody_sound_0_quarter,Woody_sound_quarter_1,Woody_sound_1_3,Woody_sound_3_9,Woody_sound_9_20,Woody_sound_gt20,Woody_rotten_3_9,Woody_rotten_9_20,Woody_rotten_gt20,Woody_stump_sound,Woody_stump_rotten,Woody_stump_lightered,LLM_litter_depth,LLM_litter_percent_cover,LLM_lichen_depth,LLM_lichen_percent_cover,LLM_moss_depth,LLM_moss_percent_cover,LLM_moss_type,LLM_litterneedle_short_percent_cover,LLM_litterneedle_long_percent_cover,LLM_litterneedle_other_percent_cover,LLM_litterneedle_broadleaf_deciduous_percent_cover,LLM_litterneedle_broadleaf_evergreen_percent_cover,LLM_litterneedle_palmfrond_percent_cover,LLM_litterneedle_grass_percent_cover,DuffLower_percent,DuffLower_depth,DuffLower_derivation,DuffUpper_percent,DuffUpper_depth,DuffUpper_derivation,GroundFuel_basalAccumulations_depth,GroundFuel_basalAccumulations_radius,GroundFuel_basalAccumulations_percent,SquirrelMidden_depth,SquirrelMidden_density,SquirrelMidden_radius,
189,Sand pine -- oak forest,"Xeric sand pine scrub forests occurring along the central ridge of Florida and coastal Florida and Alabama with an open overstory of sand pine and a dense subcanopy of mixed scrub oaks including myrtle oak, sand post oak, scrub oak, turkey oak, Chapman oak, and laurel oak. This fuelbed represents a 90- to 120-year old forest with a sparse overstory due to pine mortality.",230,2,4,"65,285",2.8749602,3.4916065,3.0777862,,2.2382486,,1.0005975,0.58810616,0.72742003,0,90.00,-3.00,0,0,-3.00,-3.00,0.6,0.70000005,0.8,4.1000004,2.1000001,0,0.2,0.2,0,0.017540563,0.0019144084,0,0.70,95.00,1.50,2.00,-2.00,-2.00,-2,10.00,-1,-1,5.00,84.00,1.00,-1,99.00,0.80,3,99.00,0.80,1,1.00,0.33,2.00,-2.00,-2.00,-2.00,
190,Slash pine -- longleaf pine / gallberry forest,"Slash pine, longleaf pine, and gallberry forest occurring throughout the southeastern coastal plain from Virginia south to Florida and west to into Texas. Characterized by a dense overstory of longleaf pine and slash pine and a dense shrub layer dominated by gallberry (Ilex glabra). Fire has been excluded for 40 or more years.",230,2,1,"67,289",2.587464,1.0408663,0.062255953,,,,0.47783622,0.25525445,8.0460005,0,80.00,-3.00,0.1,0,80.00,-3.00,0.15,0.4,0.3,1.2,0,0,0.1,0,0,0,0.0012762722,0.0031906804,0.50,85.00,-3.00,-3.00,-2.00,-2.00,-2,-1,85.00,-1,2.00,2.00,10.00,1.00,85.00,0.75,3,85.00,0.75,1,1.00,0.16,80.00,-2.00,-2.00,-2.00,
191,Longleaf pine -- slash pine / gallberry forest,"This forest is found throughout the Southeast coastal plain from Virginia south to Florida and west to into Texas, and is characterized by an open overstory of longleaf pine with occasional slash pine. The shrub layer is moderate to very dense with clumps of gallberry (Ilex glabra). The herbaceous layer is sparse and dominated by wiregrasses (Aristida spp.) or bluestem (Andropogon spp.). Prescribed fire is used every 2-3 years to maintain an open structure and reduce shrub density.",230,2,1,"67,75,289",1.9405982,0,0.051749285,,,,0.60393196,0.30885783,3.2500002,0.11305001,80.00,90.00,0.2,0,80.00,-3.00,0.080000006,0.35000002,0.4,1.0,0,0,0,0,0,,,,1.00,85.00,-3.00,-3.00,-2.00,-2.00,-2,-1,90.00,-1,-1,2.50,2.50,5.00,80.00,0.20,3,80.00,0.20,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
196,Loblolly pine / bluestem forest,Young loblolly pine plantation (2-10 years) in winter or spring with grasses fully cured (this fuelbed can be modified for other conditions by altering the percentage live in the nonwoody vegetation).,230,2,1,70,0,0,0.32343304,,,,,,0.27006,0,95.00,-3.00,0.1,0,0.00,-3.00,0.3,0.56,0.15,0.5,0,0,1.0,0.5,0,0.82259727,0.018378317,0,3.00,75.00,-3.00,-3.00,-2.00,-2.00,-2,-1,8.00,-1,5.00,-1,-1,87.00,65.00,0.10,3,65.00,0.10,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
203,Sawgrass -- Muhlenbergia grassland,Tropical wet prairies of southern Florida dominated by sawgrass (Cladium mariscus ssp. jamaicense) and muhly grass (Muhlenbergia filipes). This fuelbed represents an intact wet prairie. ,"230,410",3,2,296,0,0,0,,,,,,0,0,-2.00,-2.00,3.0000002,0,70.00,-3.00,,,,,,,,,,,,,2.00,100.00,-2.00,-2.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,0.00,0.25,3,0.00,0.25,2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
208,Grand fir -- Douglas-fir forest,"Mixed conifer forests dominated by grand fir occur in the northern Cascade Range and northern U.S. Rocky Mountains and usually occur at higher elevations in the mixed conifer zone and lower elevations of the subalpine zone. Grand fir is replaced by white fir in the southern Cascade Range, southern U.S. Rocky Mountains, and Sierra Nevada. This forest is over 200 years old.","240,260,330,340",2,3,"121,136",4.6574354,5.3043017,1.2513919,0.0017302479,,33.613766,39.697166,46.313366,0.77541,0,85.00,-3.00,0.05,0.010000001,95.00,60.00,0.5,1.6,3.3000002,4.3,8.900001,3.4,0.8,1.6,0.6,0.017092774,0.036756635,0,0.40,89.00,0.10,5.00,0.10,20.00,2,-1,-1,100.00,-1,-1,-1,-1,89.00,1.00,3,89.00,1.00,1,3.00,1.66,20.00,-2.00,-2.00,-2.00,
210,Pinyon -- Utah juniper woodland,"Pinyon pine and juniper are common associates in the woodlands of the Great Basin. These woodlands have an extensive distribution throughout the Southwest and are especially well developed on mesas, plateaus, piedmonts, slopes and ridges from Colorado, Utah, Nevada, and southeastern California through Arizona, New Mexico, and Texas. Utah juniper can be replaced by alligator juniper, Rocky Mountain juniper, one-seed juniper, or other juniper species in some sites.","310,320,330,340",2,3,"146,208",0.5606172,0.71874005,0,,,,0.8601053,1.7202106,0.53526,0,85.00,-3.00,0.1,0,90.00,-3.00,0.2,0.4,1.0,0.3,0,0,0.2,0.2,0,,,,0.50,30.00,-3.00,-3.00,-3.00,-3.00,-3,85.00,-1,-1,10.00,-1,-1,5.00,20.00,0.10,3,20.00,0.10,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
211,Interior ponderosa pine forest,Interior West ponderosa pine forest with dense thickets of ponderosa pine. This fuelbed was developed based on data from Grand Canyon National Park.,"310,320",2,1,"10,144",2.3718421,3.665574,1.1996424,,,,1.8608047,,0.099245,0,90.00,-3.00,0.1,0.010000001,80.00,60.00,0.1,0.5,0.90000004,0.4,1.2,0,0.4,0.3,0,,,,0.90,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,80.00,-1,20.00,-1,-1,-1,95.00,0.20,3,95.00,0.30,1,1.50,1.00,25.00,-2.00,-2.00,-2.00,
212,Pacific ponderosa pine forest,Fire-excluded ponderosa pine forest has been selectively thinned to recreate an open stand of pine. Mistletoe-infested trees have been removed and the stand is prepared for prescribed burn treatment. This fuelbed was developed based on data from Lake Roosevelt National Recreation Area.,330,2,1,"10,152",4.916182,0,0.2803086,,,,3.45104,4.288275,0,0,-3.00,-3.00,0.05,0.010000001,80.00,85.00,1.0,3.2,3.0000002,40.0,3.0000002,0,1.7,1.0,0,0.7808814,0.025882801,0,0.30,90.00,0.10,0.50,0.10,7.00,2,-1,99.00,-1,-1,-1,-1,1.00,90.00,1.20,3,90.00,0.30,1,1.00,1.00,40.00,-2.00,-2.00,-2.00,
213,Wheatgrass -- cheatgrass grassland,"Native bunchgrass once dominated the Great Basin. Overgrazing, agriculture, and other disturbances have significantly altered these grasslands, which are now dominated by nonnative grass species. This fuelbed was developed for a grassland that was burned 2 years previously and is based on data from John Day Fossil Beds National Monument.","330,340",3,2,"1,2,174",0,0,0,,,,,,0,0,-3.00,-3.00,0.2,0.010000001,65.00,45.00,,,,,,,,,,,,,-3.00,-3.00,0.10,5.00,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
214,Giant sequoia -- white fir -- sugar pine forest,Sequoia -- mixed conifer forests of the Sierra Nevada. This site was prescribed burned 10 years previously to reduce white fir establishment. This fuelbed was developed based on data from Sequoia and Kings Canyon National Parks.,260,2,1,150,2.8051348,5.5008416,1.0567112,,,,68.34033,35.64726,0.6285051,0,90.00,-3.00,0.05,0.010000001,70.00,75.00,0.5,1.5000001,1.5000001,0.5,4.0,21.000002,0.2,2.0,4.0,,,,0.70,95.00,-3.00,-3.00,0.10,0.10,2,5.00,-1,94.00,1.00,-1,-1,-1,90.00,0.60,3,90.00,0.50,1,2.00,1.25,25.00,-2.00,-2.00,-2.00,
215,Douglas-fir -- madrone / tanoak forest,"Dry Douglas-fir forests with Pacific madrone and tanoak are common in the coastal Pacific Northwest from southern California to southern Oregon. A moderately severe wildfire burned through this forest 6 years previously. This fuelbed was developed based on data from the Silver Fire Recovery Project on the Galice Ranger District, Siskiyou National Forest.","240,260",4,3,141,4.9204946,2.7016263,1.8036976,,,,,4.8606486,0.31125,0.005475,85.00,85.00,0.05,0,80.00,-3.00,0.8,1.1,0.90000004,2.5,3.1000001,14.800001,1.0,1.0,2.0,,,,0.10,77.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,100.00,-1,-1,-1,-1,77.00,0.10,3,77.00,0.10,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
216,Gambel oak -- bigtooth maple forest,"Mixed forests of gambel oak with ponderosa pine, bigtooth maple, and other species occur in the intermountain West. Fire exclusion in this forest resulted in increased fuel loads. This fuelbed was developed based on data from Zion National Park.","340,330",4,4,209,11.605365,0,6.8296633,,,,,,0.28321,0.0401,90.00,90.00,0.1,0.05,65.00,65.00,1.0,1.1,1.9000001,1.9000001,0,0,0,0,0,,,,1.50,80.00,-3.00,-3.00,-3.00,-3.00,-3,-1,5.00,-1,95.00,-1,-1,-1,80.00,0.50,3,80.00,1.00,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
217,Gambel oak -- bigtooth maple forest,"Mixed forests of gambel oak with ponderosa pine, bigtooth maple and other species occur in the intermountain West. This fuelbed represents a gambel oak -- bigtooth maple forest that was prescribed burned 5 years previously to reduce hazardous fuel loads. This fuelbed was developed based on data from Zion National Park.",340,4,4,209,8.9726515,0,3.2261622,1.2866019E-4,0.84533656,1.9424783,0.09951655,0.31398332,0.217255,0.054685004,90.00,95.00,0.1,0.010000001,80.00,75.00,0.1,0.2,1.4000001,1.6,0,0,0,0,0,,,,1.20,80.00,-3.00,-3.00,-3.00,-3.00,-3,-1,25.00,25.00,50.00,-1,-1,-1,80.00,0.30,3,80.00,0.40,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
218,Gambel oak / big sagebrush shrubland,"Gambel oak and sagebrush are often codominant in the shrublands of the southern and central Rocky Mountains of Arizona, New Mexico, Colorado, and Utah. The shrublands are maintained through wildfire. This fuelbed was developed based on data from Zion National Park.",340,6,4,209,0.39203995,0,6.17463,,,,,,0.60570496,0.036455005,90.00,98.00,0.1,0.010000001,80.00,80.00,0.2,0.6,1.0,0.5,0,0,,,,,,,0.60,50.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,50.00,0.30,3,50.00,0.30,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
219,Ponderosa pine -- white fir / quaking aspen forest,"Southwestern montane mixed conifer forest dominated by white fir, Douglas-fir, Engelmann spruce, and ponderosa pine with a sparse understory. This fuelbed was developed based on data from Grand Canyon National Park.","310,320",4,3,"118,119,144",1.3809611,8.571302,1.8967838,,,,0.5656847,,0.0092400005,0,90.00,-3.00,0.1,0.010000001,60.00,60.00,0.3,1.7,2.5,2.7,2.6000001,1.5000001,1.2,4.3,1.8000001,,,,0.90,96.00,0.10,0.10,0.10,0.30,2,-1,50.00,50.00,-1,-1,-1,-1,96.00,1.00,3,96.00,1.00,1,2.00,1.00,30.00,-2.00,-2.00,-2.00,
220,Ponderosa pine -- white fir / quaking aspen forest,"Southwestern montane mixed conifer forest dominated by white fir, Douglas-fir, Engelmann spruce, ponderosa pine and quaking aspen. Prescribed burned 2 years previously. This fuelbed was developed based on data from Grand Canyon National Park.","310,320",4,3,"118,119,144",1.1416465,6.782815,1.539306,0.0042512184,0.07520974,56.00412,1.7242285,4.4188666,0.05888,0,90.00,-3.00,0.1,0.010000001,70.00,70.00,0.2,1.0,0.8,2.4,2.1000001,1.2,1.2,1.0,0.8,0,0.049417254,0,0.40,95.00,-3.00,-3.00,0.10,0.30,2,-1,60.00,40.00,-1,-1,-1,-1,90.00,0.40,3,90.00,0.20,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
221,Wheatgrass -- ryegrass grassland,Agricultural field of nonnative annual grasses and forbs burned and replanted 10 years previously. This fuelbed was developed based on data from Whitman Mission National Historic Site.,340,3,6,1,0,0,0,,,,,,0,0,-2.00,-2.00,0.2,0.05,85.00,50.00,,,,,,,,,,,,,1.80,60.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
222,Interior ponderosa pine forest,"This interior West ponderosa pine forest exhibits dense thickets of pine due to fire exclusion. To reduce tree density and fuels, this stand was treated twice with prescribed fire, the second of which occurred 2 years previoiusly. This fuelbed was developed based on data from Grand Canyon National Park.","310,320",2,1,"10,144",1.6171652,5.3043017,0.9949525,9.584899E-5,0.0863938,2.2717385,1.5682833,,0.052545004,0,90.00,-3.00,0.010000001,0.010000001,60.00,70.00,0.1,0.3,0.2,0.5,1.0,0,0.3,0,0,,,,0.50,90.00,-3.00,-3.00,-3.00,-3.00,-3,5.00,85.00,5.00,5.00,-1,-1,-1,90.00,0.10,3,90.00,0.10,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
223,Douglas-fir -- white fir -- interior ponderosa pine forest,"A Southwest montane mixed conifer forest 2 years after wildfire.   The remaining stand is dominated by white fir, Douglas-fir, Engelmann spruce, and ponderosa pine and has a high density of recently dead snags.  This fuelbed was developed based on data from Grand Canyon National Park.","310,320",2,3,"118,119,144",8.435394,0,1.1384844,0.0054329853,8.879798,75.81958,46.078842,,0.060850006,0.010935001,60.00,80.00,0.1,0.010000001,75.00,75.00,0.1,0.2,0.70000005,0.6,2.6000001,0,1.5000001,1.9000001,0,0.08882604,0.15437788,0,0.30,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,20.00,60.00,20.00,-1,-1,-1,60.00,0.15,3,60.00,0.05,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
224,Quaking aspen forest,"Quaking aspen forests are found throughout the intermountain West.  This fuelbed was developed based on data from Zion National Park and is dominated by quaking aspen with a small component of gambel oak, ponderosa pine, and white fir. ",340,1,4,124,9.12656,10.97369,0.9863727,,5.6804194,,8.168142,,0.40999505,0.010935001,90.00,95.00,1.0,0.05,85.00,70.00,0.2,0.6,1.8000001,5.9,1.9000001,0,2.8000002,0.90000004,0,,,,0.30,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,25.00,-1,75.00,-1,-1,-1,90.00,0.60,3,90.00,0.30,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
225,Quaking aspen forest,This quaking aspen forest was burned in a prescribed fire 2 years previously to reduce conifer encroachment and fuel buildup. This fuelbed was developed based on data from Zion National Park and represents a forest in which fire has been excluded for over 50 years.,340,1,4,124,14.10903,0,0.73162496,,7.050913,,7.371748,0.6616194,0.34559998,0,70.00,-3.00,0.5,0.05,70.00,70.00,0.1,0.1,1.6,6.9,3.3000002,2.1000001,1.8000001,1.0,0,0,0.051459294,0,0.30,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,20.00,15.00,65.00,-1,-1,-1,20.00,0.20,3,20.00,0.20,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
226,White fir -- gambel oak forest,Interior West forest dominated by white fir and gambel oak. This fuelbed was developed based on data from Zion National Park and represents a forest in which fire has been excluded for over 50 years.,340,4,3,"119,209",5.091293,7.737956,5.113347,3.473402E-4,15.011857,3.7354887,1.5452449,,0.037195005,0,95.00,-3.00,0.05,0.030000001,90.00,75.00,0.6,0.90000004,1.2,7.1000004,0,0,1.5000001,0,0,0,0.013069027,0,0.40,100.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,90.00,10.00,-1,-1,-1,100.00,0.90,3,100.00,0.90,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
227,White fir forest,This fuelbed represents a Southwest mixed conifer forest that was prescribed burned 5 years previously to reduce white fir density. This fuelbed was developed based on data from Zion National Park.,340,2,3,"119,209",3.2451117,7.0436525,5.160736,1.6265616E-4,5.4947004,1.7492945,8.953076,,0.04368,0,90.00,-3.00,0.05,0.010000001,90.00,85.00,0.3,0.4,1.0,6.7000003,0,0,1.5000001,5.9,0,,,,0.40,100.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,90.00,10.00,-1,-1,-1,98.00,0.90,3,98.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
228,Interior ponderosa pine -- limber pine forest,Southwestern montane mixed conifer forest dominated by ponderosa pine with dense understory of sclerophyllous shrubs and seedling trees. This fuelbed represents a forest that was prescribed burned 10 years previously to reduce hazardous fuels in a fire-excluded stand. This fuelbed was developed based on data from Bryce Canyon National Park.,340,2,1,144,4.64306,0,0.5852844,5.872115E-5,,1.3013761,5.333927,0.57539463,1.3342903,0.01458,80.00,90.00,0.2,0.010000001,95.00,65.00,0.1,0.6,0.6,0.8,0.70000005,1.0,0.1,0.90000004,0,,,,0.50,60.00,-2.00,-2.00,-2.00,-2.00,-2,5.00,90.00,5.00,-1,-1,-1,-1,70.00,0.30,3,70.00,0.30,1,1.00,2.00,30.00,-2.00,-2.00,-2.00,
229,Ponderosa pine / Utah juniper forest,Southwestern transitional pinyon -- juniper and ponderosa pine forest prescribed burned 5 years previously to reduce ponderosa pine densities to pre-settlement levels. This fuelbed was developed based on data from Lake Mead National Recreation Area.,310,2,1,"144,146",8.301448,0,0.66270715,2.4767293E-4,,5.794217,4.2041097,,0.004035,0,60.00,-3.00,0.05,0,50.00,-3.00,0.2,1.0,1.2,2.3000002,0,0,0,0,0,,,,1.00,35.00,-3.00,-3.00,-3.00,-3.00,-3,10.00,80.00,10.00,-1,-1,-1,-1,40.00,0.10,3,40.00,0.20,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
230,Pinyon -- Utah juniper forest,Pinyon -- juniper woodlands of the Great Basin are found throughout the Southwest. This fuelbed represents a pinyon -- Utah juniper woodland 2 years after prescribed fire. This fuelbed was developed based on data from Zion National Park.,340,2,3,"146,208",5.115704,0,0.5320473,0.0013389902,,33.915134,4.690643,,0.016885001,0,90.00,-3.00,0.05,0.010000001,80.00,70.00,0.2,0.5,0.2,0.5,0.5,0,,,,,,,0.30,30.00,-3.00,-3.00,-3.00,-3.00,-3,20.00,-1,70.00,10.00,-1,-1,-1,30.00,0.20,3,30.00,0.20,1,1.00,2.50,40.00,-2.00,-2.00,-2.00,
231,Gambel oak -- Rocky Mountain juniper -- ponderosa pine forest,"Arid oak woodland composed of gambel oak, ponderosa pine, pinyon and juniper species. These forests are found from 6,000 to 9,000 feet in elevation in the Southwest, and are over 50 years old. Because of fire exclusion and grazing, the species composition in these forests has moved from an open gambel oak-dominated savanna to a more dense mixed conifer forest.","310,320,330,340",4,1,"127,144,146,209",2.1676548,2.930499,0.84941995,1.8987634E-5,2.4958215,0.48869228,1.1108674,0.83315045,1.20106,0,95.00,-3.00,0.020000001,0.1,95.00,90.00,0.5,0.5,2.0,5.0,2.0,0,1.0,1.0,0,0.069813184,0,0,1.00,30.00,-3.00,-3.00,-3.00,-3.00,-3,-1,10.00,20.00,70.00,-1,-1,-1,30.00,0.60,3,30.00,0.60,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
232,Mesquite savanna,"Mesquite (Prosopis spp.) occurs in both shrub and tree form throughout the Southwest. In washes and riparian areas, it can grow 40 feet high. In dry areas, it usually grows in shrub form. Over the past century, mesquite density has greatly increased across range lands due to fire exclusion and seed dispersal by cattle, and is now a significant management concern for ranchers and farmers. This fuelbed represents a dense, dry-site mesquite shrubland developed through long-term grazing and fire exclusion.",320,5,1,"95,149,270,271",0.21235502,0,0,,,,,,0.48566,0,95.00,-3.00,0.5,0,80.00,-3.00,,,,,,,,,,,,,0.50,15.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,80.00,-1,-1,20.00,0.00,0.00,3,0.00,0.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
233,Sagebrush shrubland,"Southwest sagebrush steppe with increased density of sagebrush due to fire exclusion, creating hazardous fuel conditions. This fuelbed was developed based on data from Zion National Park.",340,6,2,"7,186,187,198",0,0,0,,,,,,1.2468951,0,85.00,-3.00,0.05,0.010000001,85.00,85.00,,,,,,,,,,,,,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
234,Sagebrush shrubland,Southwest sagebrush steppe prescribed burned 2 years previously to reduce density of sagebrush. This fuelbed was developed based on data from Zion National Park.,340,6,2,"7,186,187,198",0,0,0,,,,,,0.242115,0,50.00,-3.00,0.1,0.010000001,85.00,85.00,,,,,,,,,,,,,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,-2,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
235,Idaho fescue -- bluebunch wheatgrass grassland,"Perennial bunchgrass communities were previously more frequent in the Pacific Northwest. Development, grazing and the absence of fire have contributed to the decline of these assemblages. This grassland fuelbed occurs in the Wallowa Mountains and Blue Mountains, and was severely burned 5 years previously.","330,340",3,2,"1,2,140,176,240",0,0,0,,,,,,0,0,-3.00,-3.00,2.0,0.010000001,90.00,50.00,,,,,,,,,,,,,0.10,37.00,0.10,3.00,0.10,6.00,2,-1,-1,-1,-1,-1,-1,100.00,-2.00,-2.00,-2,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
236,Tobosa -- grama grassland,"Chihuahuan semi-desert grassland typically found in Southwest. Originally dominated by bunchgrasses but may be invaded by annual grasses, shrubs, pinyon pine, and juniper. This fuelbed represents the original condition without significant annual grass or shrub invasion.","310,320",3,1,223,0,0,0,,,,,,0.111039996,0,85.00,-3.00,0.05,0,75.00,-3.00,,,,,,,,,,,,,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
237,Huckleberry -- heather shrubland,"Subalpine meadows of the Pacific Northwest are commonly dominated by huckleberry (Vaccinium) and heather. Huckleberry is dominant for 7 to 9 years after disturbances such as fire or avalanches, and may be maintained indefinitely on some sites. This fuelbed represents conditions after a longer time since disturbance and is dominated by heathers (Cassiope mertensiana and Phyllodoce spp.).","240,260",6,5,"112,113,164,171",0,0,0,,,,,,2.017625,0.17362,98.00,90.00,0.05,0.010000001,95.00,95.00,,,,,,,,,,,,,0.50,12.00,0.10,2.00,0.10,8.00,2,-1,-1,-1,25.00,-1,-1,75.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
238,Pacific silver fir -- mountain hemlock forest,"This fuelbed represents mature Pacific silver fir and mountain hemlock forests occurring on cool, moist sites at high elevations in montane and subalpine forests along the western slopes of the Cascade Crest. Forests are open grown with dense understories of false azalea (Menziesia ferruginea), white-flowered rhododendron (Rhododendron albiflorum) and sedge species.",240,2,5,"112,133",6.3975058,2.932459,0.045999363,,,,6.6713295,9.673428,0.15887,0,90.00,-3.00,0.1,0,80.00,-3.00,0.2,0.2,0.4,0.2,6.0000005,2.5,0.5,17.0,7.0000005,,,,0.50,98.00,0.20,2.00,0.70,30.00,2,-1,-1,80.00,-1,-1,-1,20.00,98.00,1.00,3,98.00,1.00,1,1.50,1.00,35.00,-2.00,-2.00,-2.00,
239,Douglas-fir -- sugar pine -- tanoak forest,"Mixed forests dominated by Douglas-fir, sugar pine and tanoak are common mid-elevation forests of the western slopes of the northern Sierra Nevada and coastal Pacific Northwest. This forest was moderately burned in a wildfire 6 years previously. This fuelbed was developed based on data from the Silver Fire Recovery Project in the Galice Ranger District, Siskiyou National Forest.","240,260",4,3,"136,141,150",4.254941,5.5928435,0.69003224,,132.259,,,1.8296638,2.4,0,95.00,-3.00,0.020000001,0,95.00,-3.00,0.3,0.8,1.2,1.0,1.0,0,8.0,6.0000005,1.0,1.2956781,0,0,0.10,76.00,0.10,1.00,0.30,3.00,2,-1,40.00,40.00,-1,20.00,-1,-1,76.00,0.30,3,76.00,0.10,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
240,Saw palmetto / three-awned grass shrubland,"Dry to mesic shrublands dominated by saw palmetto (Serenoa repens) and mixed grasses typical of Florida flatwoods. This shrubland is maintained by periodic fire, but a similar vegetation composition can develop after logging in pine and palmetto flatwoods. Fire exclusion leads to denser saw palmetto and tree encroachment.","230,410",6,2,293,0.0810216,0,0,,,,,,3.765,0.08658001,85.00,85.00,0.2,0,85.00,-3.00,,,,,,,,,,,,,1.00,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,10.00,80.00,10.00,0.00,1.00,3,0.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
241,Longleaf pine -- loblolly pine forest,Sixty-five year-old longleaf pine or loblolly pine forests damaged by windthrow associated with hurricanes along the southeastern Atlantic and Gulf coasts.,230,2,1,"66,67,70",2.9108973,2.8030858,0.05174928,2.8718793E-4,,13.007667,,,1.31371,0,90.00,-3.00,0.2,0,70.00,-3.00,0.2,3.5000002,6.0000005,14.500001,21.500002,0,0.4,0.6,0,1.9043758,0.0032672568,0.005105089,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,85.00,-1,-1,-1,-1,15.00,95.00,0.30,3,95.00,0.30,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
242,Longleaf pine -- loblolly pine forest,Sixty-five year-old longleaf pine or loblolly pine forests damaged by windthrow associated with hurricanes along the southeastern Atlantic and Gulf coasts. This fuelbed was treated with prescribed headfires 6 months earlier in the spring to reduce fuel loads,230,2,1,"66,67,70",2.9108973,2.8030858,0,2.1539093E-4,,8.157015,,,0.72984,0,5.00,-3.00,0.3,0,15.00,-3.00,0.020000001,1.5000001,3.0000002,12.000001,18.0,0,0.4,0.6,0,1.9043758,0.0018378318,0,0.10,30.00,-3.00,-3.00,-3.00,-3.00,-3,-1,100.00,-1,-1,-1,-1,-1,95.00,0.10,3,95.00,0.10,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
